Index,Artist,Album,Song,Title,AltTitle,Author,Key,OriginalKey,Tempo,TimeSignature,CcliSongNumber,PublicationYear,CopyrightHolder,Category,Status,Pages,PageNumber,Type,FileName
146,,,,Rooftops,,"Lindsey Sweat, Ben Williams",E,E,100,4-Apr,5875153,2010,Capitol CMG Amplifier,Contemporary,Final,,,ChordSheet,rooftops-E.pdf
147,,,,Scandal Of Grace,,"Joel Houston, Matt Crocker",C,C,42,8-Jun,6428750,2012,Hillsong Music Publishing Australia,Contemporary,Final,,,ChordSheet,scandal-of-grace-C.pdf
148,,,,Seek Ye First,,Karen Lafferty,C,C,120,4-Apr,1352,1972,CCCM Music,Intermediate,Final,,,ChordSheet,seek-ye-first-C.pdf
149,,,,Shout To The Lord,,Darlene Zschech,A,A,76,4-Apr,1406918,1993,Wondrous Worship,Intermediate,Final,,,ChordSheet,shout-to-the-lord-A.pdf
150,,,,So Will I,100 Billion X,"Joel Houston, Benjamin Hastings",A,A,64,2-Feb,7084123,2017,Hillsong Music Publishing Australia,Contemporary,Final,,,ChordSheet,so-will-i-100-billion-x-A.pdf
151,,,,"Solid Rock, The",,Edward Mote,F,F,82,4-Mar,25417,1834,Public Domain,Hymn,Final,,,ChordSheet,solid-rock-the-F.pdf
152,,,,"Stand, The",,Joel Houston,A,A,77,4-Apr,4705248,2005,Hillsong Music Publishing Australia,Contemporary,Final,,,ChordSheet,stand-the-A.pdf
153,,,,Still,Hide Me Now,Reuben Morgan,C,C,70,4-Apr,3940963,2002,Hillsong Music Publishing Australia,Contemporary,Final,,,ChordSheet,still-C.pdf
154,,,,Stronger,,"Ben Fielding, Reuben Morgan",C,C,75,4-Mar,5060810,2007,Hillsong Music Publishing Australia,Contemporary,Final,,,ChordSheet,stronger-C.pdf
155,,,,Sweetly Broken,,Jeremy Riddle,B,B,96,4-Apr,4514635,2005,Mercy / Vineyard Publishing,Contemporary,Final,,,ChordSheet,sweetly-broken-B.pdf
156,,,,Take My Life And Let It Be,,Frances R. Havergal,F,F,86,4-Apr,1390,1874,Public Domain,Hymn,Final,,,ChordSheet,take-my-life-and-let-it-be-F.pdf
157,,,,There Is A Fountain,,William Cowper,A,Bb,92,4-Apr,27707,1772,Public Domain,Hymn,Final,,,ChordSheet,there-is-a-fountain-A.pdf
158,,,,There Is A Redeemer,,Melody Green,D,D,92,4-Apr,11483,1982,Universal Music,Intermediate,Final,,,ChordSheet,there-is-a-redeemer-D.pdf
159,,,,This Is Amazing Grace,,"Jeremy Riddle, Josh Farro",G,Bb,100,4-Apr,6333821,2012,Phil Wickham Music,Contemporary,Final,,,ChordSheet,this-is-amazing-grace-G.pdf
160,,,,This Is My Father's World,,"Aaron Purdy, Franklin L. Sheppard",D,D,66,4-Apr,6167640,2009,Jennie Lee Riddle Music,Contemporary,Final,,,ChordSheet,this-is-my-fathers-world-D.pdf
161,,,,Tis So Sweet To Trust In Jesus,,Lousa M. R. Stead,G,G,90,4-Apr,22609,1882,Public Domain,Hymn,Final,,,ChordSheet,tis-so-sweet-to-trust-in-jesus-G.pdf
162,,,,To God Be The Glory,,Fanny Jane Crosby,G,G,90,4-Mar,23426,1875,Public Domain,Hymn,Final,,,ChordSheet,to-god-be-the-glory-G.pdf
163,,,,Tremble,,"Andres Figueroa, Hank Bentley",C,C,74,4-Apr,7065049,2016,All Essential Music,Contemporary,Final,,,ChordSheet,tremble-C.pdf
164,,,,Trust And Obey,,John H. Sammis,F,F,96,4-Mar,22094,1887,Public Domain,Hymn,Final,,,ChordSheet,trust-and-obey-F.pdf
165,,,,Victor's Crown,,"Darlene Zschech, Israel Houghton",C,C,75,4-Apr,6454621,2013,Worship Together Music,Contemporary,Final,,,ChordSheet,victors-crown-C.pdf
166,,,,Victory In Jesus,I Heard An Old Old Story,Eugene M. Bartlett,G,G,124,4-Apr,1259,1939,Public Domain,Hymn,Final,,,ChordSheet,victory-in-jesus-G.pdf
167,,,,Way Maker,,Osinachi K. O. Egbu,E,E,68,4-Apr,7115744,2016,Integrity Music Europe,Contemporary,Final,,,ChordSheet,way-maker-E.pdf
168,,,,We Believe,,"Matthew Hooper, Richie Fike",D,D,66,4-Apr,6367165,2015,Integrity Worship Music,Contemporary,Final,,,ChordSheet,we-believe-D.pdf
169,,,,What A Beautiful Name,,"Ben Fielding, Brooke Ligertwood",D,D,68,4-Apr,7068424,2016,Hillsong Music Publishing Australia,Contemporary,Final,,,ChordSheet,what-a-beautiful-name-D.pdf
170,,,,What A Friend We Have In Jesus,,"Charles Converse, Joseph Scriven",F,F,0,4-Apr,27714,1855,Public Domain,Hymn,Final,,,ChordSheet,what-a-friend-we-have-in-jesus-F.pdf
171,,,,When I Survey The Wondrous Cross,,Isaac Watts,F,F,96,4-Apr,27893,1707,Public Domain,Hymn,Final,,,ChordSheet,when-i-survey-the-wondrous-cross-F.pdf
172,,,,When The Roll Is Called Up Yonder,,James M. Black,G,Ab,108,4-Apr,31315,1893,Public Domain,Hymn,Final,,,ChordSheet,when-the-roll-is-called-up-yonder-G.pdf
173,,,,Who Am I,,Mark Hall,B,B,66,4-Apr,4196651,2003,My Refuge Music,Contemporary,Final,,,ChordSheet,who-am-i-B.pdf
174,,,,Who You Say I Am,,"Ben Fielding, Reuben Morgan",A,A,58,8-Jun,7102401,2017,Hillsong Music Publishing Australia,Contemporary,Final,,,ChordSheet,who-you-say-i-am-A.pdf
175,,,,Whom Shall I Fear,God Of Angel Armies,"Chris Tomlin, Ed Cash",C,C,75,4-Apr,6440288,2012,Alletrop Music,Contemporary,Final,,,ChordSheet,whom-shall-i-fear-god-of-angel-armies-C.pdf
176,,,,"Wonderful Cross, The",,"Chris Tomlin, Isaac Watts",D,D,88,4-Apr,3148435,2000,sixsteps Music,Contemporary,Final,,,ChordSheet,wonderful-cross-the-D.pdf
177,,,,Wonderful Merciful Savior,,"Dawn Rodgers, Eric Wyse",C,C,110,4-Mar,106879,1989,Curb Dayspring Music,Intermediate,Final,,,ChordSheet,wonderful-merciful-savior-C.pdf
178,,,,Yet Not I But Through Christ In Me,,"Jonny Robinson, Rich Thompson",C,C,75,4-Apr,7121852,2018,CityAlight Music,Contemporary,Final,,,ChordSheet,yet-not-i-but-through-christ-in-me-C.pdf
179,,,,You Are God Alone,Not A God,"Billy J. Foote, Cindy Foote",A,A,70,4-Apr,4243463,2004,Billy Foote Music,Contemporary,Final,,,ChordSheet,you-are-god-alone-not-a-god-A.pdf
180,,,,You Are Holy,Prince Of Piece,"Marc Imboden, Tammi Rhoton",G,G,108,4-Apr,2332149,1994,Imboden Music,Intermediate,Final,,,ChordSheet,you-are-holy-prince-of-peace-G.pdf
181,,,,You Are My All In All,,Dennis Jernigan,F,F,80,4-Apr,825356,1991,"Shepherd's Heart Music, Inc.",Intermediate,Final,,,ChordSheet,you-are-my-all-in-all-F.pdf
182,,,,You Are My King,Amazing Love,Billy J. Foote,E,E,70,4-Apr,2456623,1996,worshiptogether.com songs,Intermediate,Final,,,ChordSheet,you-are-my-king-amazing-love-E.pdf
183,,,,Your Grace Is Enough,,Matt Maher,G,G,116,4-Apr,4477026,2003,Thankyou Music,Contemporary,Final,,,ChordSheet,your-grace-is-enough-G.pdf
184,,,,Your Great Name,,"Krissy Nordhoff, Michael Neale",C,C,75,4-Apr,5393329,2008,Integrity's Praise! Music,Contemporary,Final,,,ChordSheet,your-great-name-C.pdf
185,,,,Your Love Never Fails,,"Anthony Skinner, Chris McClarney",A,Bb,116,4-Apr,5337172,2008,Thankyou Music,Contemporary,Final,,,ChordSheet,your-love-never-fails-A.pdf
186,,,,Your Presence Is Heaven,,"Israel Houghton, Micah Massey",D,D,66,4-Apr,6214751,2012,Integrity Worship Music,Contemporary,Final,,,ChordSheet,your-presence-is-heaven-D.pdf
